a_AssetID,Phase,i_Identifier,a_Title_Series,a_Title_Episode,a_Date,a_DateType,a_Description,i_Transfer Date,Transfer_Deck,i_TransferNotes,i_FormatPhysical,i_FormatMediaType,i_FormatGeneration,i_ChannelConfiguation,i_Speed,i_Duration,i_Location,i_Box,a_DigitalStorageLocation,a_DigitalStorageLocation copy,Size of AIP (in gb),QC & Caption Notes,a_Description_Type,QC Pass Date,i_Stock,i_Brand,i_CreatorID,i_Date,i_DateType,a_AssetType,i_ConditionNotes,a_Contributers,ia upload,youtube,not in filemaker,cannot be digitized,Rights,CaptionFile,Base,Institution,Collections,Collections 2,formula,Digitized,PsC - Original Tape ID,PsC - Original Label (if different),PsC - Original Date,PsC - Additional Notes on Metadata,On Hold Notes,Transfer Technician,a_Title_Spanish,a_Episode_Number,PcS - CUNY-TV Asset ID on Cassette,Extent
CTCN0080,Completed for Project,UMA00020,"Cinema Then, Cinema Now",The Marriage Circle,1989-12-13,,"On this episode of Cinema Then, Cinema Now, Professor Jerry Carlson (College of Staten Island) sits down with critic Andrew Sarris and John Belton (Rutgers) to discuss the Ernst Lubitsch silent film, The Marriage Circle (USA, 1924). Recorded on December 13th, 1989 at the Borough of Manhattan Community College Media Center.

This program was digitized in 2021 as part of ""Uncovering CUNY's Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR). 
",2021-01-01,,,3/4 inch videotape: U-matic SP,,,,,33:07,BOX:UMAB000002 LOC:Bonded Services  NOTE: At BONDED,,A/B00136,0,,,,,,,,1989-12-12,,,,"Carlson, Jerry; Sarris, Andrew; Belton, John",checked,,,,,,,"""Cinema Then, Cinema Now""",,,recBusgveMqWC68A5,1,,,,,,,,,,1
CTCN0081,Completed for Project,UMA00025,"Cinema Then, Cinema Now",Steamboat Bill Jr.,1989-12-11,,"On this episode of Cinema Then, Cinema Now, Professor Jerry Carlson (College of Staten Island) sits down with film scholars
Tom Gunning (SUNY Purchase) and Gilberto Perez (Sarah Lawrence College) to discuss the Buster Keaton film, Steamboat Bill, Jr. (United States, 1928). Recorded on December 11th, 1989 at the Borough of Manhattan Community College Media Center.

Efforts to preserve this program were made possible by ""Uncovering CUNY's Audiovisual Heritage,"" a project funded by Council on Library and Information Resources (CLIR).",2021-04-14,U-Matic V245 (TBC 1),Channel 2 audio. There is some instability at the top in the bars/tone and title cards. Luma had to be lowered dramatically to avoid clipping. There still may be some light clipping/crushing in the title and title sequence. ,3/4 inch videotape: U-matic SP,,,,,33:08,BOX:UMAB000002 LOC:Bonded Services  NOTE: At BONDED,,E/F00156,0,32.8,,,4/20/2021,,,,1989-12-10,,,,"Carlson, Jerry; Perez, Gilberto; Gunning, Tom",checked,,,,,,,"""Cinema Then, Cinema Now""",,,recXoi4omBm0gHoBj,1,,,,,,,,,,1
CTCN0082,Completed for Project,UMA00018,"Cinema Then, Cinema Now",Cat's Play,1989-12-13,,"On this episode of Cinema Then, Cinema Now, Professor Jerry Carlson (College of Staten Island) sits down with Stanley Kauffman (CUNY Graduate Center) and novelist/screenwriter Miklos Vamos to discuss the Károly Makk film, Cat's Play (Hungary, 1974). The film is reviewed as part of a series on New Hungarian Cinema. Recorded on December 13th, 1989 at the Borough of Manhattan Community College Media Center. 

This program was digitized in 2021 as part of ""Uncovering CUNY's Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR). ",2021-04-13,U-Matic V245 (TBC 1),"Ch 2 Mono. Adjust luma to get closer to broadcast range, but there still may be light clipping/crushing in the title and title sequence. Adjustments were accidentally recorded into the beginning of the color bars. ",3/4 inch videotape: U-matic SP,,,,,33:27,BOX:UMAB000002 LOC:Bonded Services  NOTE: At BONDED,,E/F00146,0,33.1,,,4/19/2021,,,,1989-12-12,,,,"Carlson, Jerry; Kauffman, Stanley; Vamos, Miklos",checked,,,,,,,"""Cinema Then, Cinema Now""",,,rechjN8PZQGQBoeni,1,,,,,,,,,,1
CTCN0083,Completed for Project,UMA02569,"Cinema Then, Cinema Now",Last Year at Marienbad,1989-12-11,,"On this episode of Cinema Then, Cinema Now, Professor Jerry Carlson (College of Staten Island) sits down with Pellegrino D'Acierno (Hofstra University) and Charles Affron (New York University) to discuss the Alain Resnais film, Last Year at Marienbad (France/Italy, 1961). Recorded on December 11th, 1989 at Borough of Manhattan Community College Media Center. 

This program was digitized as part of ""Uncovering CUNY'S Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR). 

",2021-04-19,U-Matic V245 (TBC 1),"Channel two audio only. Adjusted luma to stay closer to broadcast range, but there still may some clipping/crushing in the title and title sequence. There is a lot of instability on this tape. Unlike the other tapes in the collection, it was stored in the basement and not off-site. I wish I had brought the blacks down a little more, ah well. ",3/4 inch videotape: U-matic SP,,,,,33:06,BOX:UMAB000162 LOC:H3,,E/F00154,0,32.6,,,4/25/2021,,,,1989-12-10,,,,"Carlson, Jerry; Affron, Charles; D'Acierno, Pellegrino",checked,,,,,,,"""Cinema Then, Cinema Now""",,,rec0VRAmvYXNf1aOg,1,,,,,,,,,,1
CTCN0084,Completed for Project,UMA00019,"Cinema Then, Cinema Now",A Page of Madness,1989-12-07,,"On this episode of Cinema Then, Cinema Now, Professor Jerry Carlson (College of Staten Island) sits down with film historian Joseph Anderson and psychoanalyst Dr. Harvey Roy Greenberg to discuss the Teinosuke Kinugasa silent film, A Page of Madness (Japan, 1926). Recorded on December 7th, 1989 at the Borough Manhattan Community College Media Center. 

This program was digitized in 2021 as part of ""Uncovering CUNY's Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR). ",2021-04-13,U-Matic V245 (TBC 1),"Channel 2 mono only. Adjusted luma to get closer to broadcast range, but there is still some light clipping/crushing in the title and title sequence. ",3/4 inch videotape: U-matic SP,,,,,33:07,BOX:UMAB000002 LOC:Bonded Services  NOTE: At BONDED,,E/F00156,0,32.2,where is this? ,,4/18/2021,,,,1989-12-06,,,,"Carlson, Jerry; Greenberg, Harvey Roy; Anderson Joseph",checked,,,,,,,"""Cinema Then, Cinema Now""",,,reccZvGxW3MnM1Jyw,1,,,,,,,,,,1
CTCN0085,Completed for Project,UMA00028,"Cinema Then, Cinema Now",Death is Called Engelchen,1989-12-06,,"On this episode of Cinema Then, Cinema Now, Professor Jerry Carlson (College of Staten Island) sits down with Hanna Arie-Gaifman (New York University) and Albert Todd (Queens College) to discuss the Ján Kadár film, Death is Called Engelchen (Czech, 1963). Recorded on December 6th, 1989 at the Borough of Manhattan Community College Media Center.

This program was digitized in 2021 as part of ""Uncovering CUNY's Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR). ",2021-01-01,,,3/4 inch videotape: U-matic SP,,,,,30:00,BOX:UMAB000002 LOC:Bonded Services  NOTE: At BONDED,,E/F00040,0,,,,,,,,1989-12-05,,,,"Carlson, Jerry; Arie-Gaifman, Hana; Todd, Albert",checked,,,,,,,"""Cinema Then, Cinema Now""",,,recZ4oc5rtQbCF5eR,1,,,,,,,,,,1
CTCN0086,Completed for Project,UMA00040,"Cinema Then, Cinema Now",Growing Up,1990-05-07,,"On this episode of Cinema Then, Cinema Now, Professor Jerry Carlson (College of Staten Island) sits down with Som Roy (The Asia Society) and Wei Wang (College of Staten Island) to discuss the Chen Kunhou film, Growing Up (Taiwan, 1983). The film is reviewed as part of a series titled The Films of Hou Hsiao-Hsien and Taiwanese Cinema, Recorded on May 7th, 1990 at the Borough of Manhattan Community College Media Center.

This program was digitized in 2021 as part of ""Uncovering CUNY's Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR). ",2021-02-24,U-matic V241 (TBC 2),"Stereo. Set to bars, hue is off on this batch of tapes. Light crushing in titles and title sequence. ",3/4 inch videotape: U-matic SP,,,,,33:48,BOX:UMAB000003 LOC:Bonded Services  NOTE: At BONDED,,E/F00146,0,39.6,,,4/8/2021,,,,1990-05-06,,,,"Carlson, Jerry; Roy, Som; Wang, Wei",checked,,,,,,,"""Cinema Then, Cinema Now""",,,recEg5p0XQL5eUAZx,1,,,,,,,,,,1
CTCN0087,Completed for Project,UMA00045,"Cinema Then, Cinema Now","A Time to Live, a Time to Die",1990-05-07,,"On this episode of Cinema Then, Cinema Now, Professor Jerry Carlson (College of Staten Island) sits down with Richard Pena (Film Society of Lincoln Center) to discuss the Hou Hsiao-Hsien film, A Time to Live, a Time to Die (Taiwan, 1985). The film is reviewed as part of a series on Taiwanese cinema. Recorded on May 7th, 1990 at the Borough of Manhattan Community College Media Center.

This program was digitized in 2021 as part of ""Uncovering CUNY's Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR). 
",2021-02-24,U-matic V241 (TBC 2),Stereo. Set to bars/tone. I made adjustments to chroma so this may be a touch more red/saturated than intended. ,3/4 inch videotape: U-matic SP,,,,,33:21,BOX:UMAB000003 LOC:Bonded Services  NOTE: At BONDED,,E/F00156,0,36.2,,,4/25/2021,,,,1990-05-06,,,,"Carlson, Jerry; Pena, Richard",checked,,,,,,,"""Cinema Then, Cinema Now""",,,recV9zaegYUT3heaZ,1,,,,,,,,,,1
CTCN0088,Completed for Project,UMA00039,"Cinema Then, Cinema Now",Dust in the Wind,1990-05-09,,"On this episode of Cinema Then, Cinema Now, Professor Jerry Carlson (College of Staten Island) sits down with filmmaker Shu Lea Cheang and Peter Hsu (ORG) to discuss the Hou Hsiao-hsien film, Dust in the Wind (Taiwan, 1986). The film is reviewed as part of a series on Films of Hou Hsiao-Hsien and Taiwanese Cinema. Recorded on May 5th, 1990 at the Borough of Manhattan Community College Media Center.

This program was digitized in 2021 as part of ""Uncovering CUNY's Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR). ",2021-02-24,U-Matic V245 (TBC 1),"Stereo (left channel is a little low). Set to bars/tone, adjusted chroma a little to bars but too much more would make jerry very red! Some of these engineers master chroma low for some reason.  Shu Lea Cheang!!!! LOVE HER. ",3/4 inch videotape: U-matic SP,,,,,33:43,BOX:UMAB000003 LOC:Bonded Services  NOTE: At BONDED,,E/F00146,0,34.1,,,4/8/2021,,,,1990-05-08,,,,"Carlson, Jerry; Hsu, Peter; Cheang, Shu Lea",checked,,,,,,,"""Cinema Then, Cinema Now""",,,rectMB2RCxVhCG8uX,1,,,,,,,,,,1
CTCN0089,Completed for Project,UMA00046,"Cinema Then, Cinema Now",Terrorizers,1990-05-09,,"On this episode of Cinema Then, Cinema Now, Professor Jerry Carlson (College of Staten Island) sits down with Tien-Yu Fu (College of Staten Island) to discuss the Edward Yang film, Terrorizers (Taiwan, 1986). The film is reviewed is part of a series on Taiwanese cinema. Recorded on May 9th, 1990 at the Borough of Manhattan Community College Media Center.

This program was digitized in 2021 as part of ""Uncovering CUNY's Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR). ",2021-02-24,U-Matic V245 (TBC 1),"Stereo. Set to bars but white is a little hot and clips in the title sequence. Light crushing in titles and title sequence. This batch of tapes seems a little over saturated, boo. ",3/4 inch videotape: U-matic SP,,,,,39:03,BOX:UMAB000003 LOC:Bonded Services  NOTE: At BONDED,,E/F00154,0,40.2,,,4/21/2021,,,,1990-05-08,,,,"Carlson, Jerry; Fu, Tien-Yu",checked,,,,,,,"""Cinema Then, Cinema Now""",,,recUjKeZX3TykMegZ,1,,,,,,,,,,1
CTCN0090,Completed for Project,UMA00047,"Cinema Then, Cinema Now",The Official Story,1990-05-17,,"On this episode of Cinema Then, Cinema Now, Professor Jerry Carlson (College of Staten Island) sits down with Rolando Epstein and Paul Lenti (Variety) to discuss the Luis Puenzo film, The Official Story (Argentina, 1985), which Epstein produced. Recorded on May 17th, 1990 at the Borough of Manhattan Community College Media Center.

This program was digitized in 2021 as part of ""Uncovering CUNY's Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR). ",2021-02-24,U-matic V241 (TBC 2),"Stereo. Set to bars/tone, adjusted hue. Light crushing in titles and title sequence. The flagging at the top could not be resolved at the time of transfer. ",3/4 inch videotape: U-matic SP,,,,,34:09,BOX:UMAB000003 LOC:Bonded Services  NOTE: At BONDED,,E/F00146,0,37.5,,,3/30/2021,,,,1990-05-16,,,,"Carlson, Jerry; Epstein, Rolando; Lenti, Paul",checked,,,,,,,"""Cinema Then, Cinema Now""",,,recYoRsK7baL1MZM0,1,,,,,,,,,,1
CTCN0091,On Hold/Needs Review,UMA00049,"Cinema Then, Cinema Now",The House Of An Angel,1990-05-16,,"(La Casa del ángel)(1957/Argentina; 76 min., b&w, sound); Dir. Leopoldo Torre Nilsson. Cast: Elsa Daniel. A view of the ruling class in 1920s Argentina, a deeply repressive society where political arguments were often settled by duels, and young women were expected to be totally ignorant of sex (IMDB). Program: Argentine Cinema

Cinema Then, Cinema Now host Professor Jerry Carlson sits down with Jean Franco and Claudo Campuzano to discuss the film The House of the Angel. 

This program was digitized in 2021 as part of ""Uncovering CUNY's Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR). ",2021-04-07,U-Matic V245 (TBC 1),Stereo. Adjusted luma to meet broadcast range but there is still some clipping in the title and title sequence. The hue is off but seems intentional to compensate for poor post-production and/or recording. Light flagging at the top could not be further resolved with the skew. ,3/4 inch videotape: U-matic SP,,,,,33:12,BOX:UMAB000004 LOC:Bonded Services  NOTE: At BONDED,,,1,34.5,This was ingested but needs to be removed/reviewed. There is a dropout halfway through and the audio separates from the video. ,,4/12/2021,,,,1990-05-15,,,,"Carlson, Jerry; Franco, Jean; Campuzano, Claudio",,,,,,,,"""Cinema Then, Cinema Now""",,,recV69t46Go1fb4KZ,1,,,,,"Retransfer, dropped frames. ",,,,,1
CTCN0092,Completed for Project,"UMA00118, UMA00362","Cinema Then, Cinema Now",Odd Number,1990-05-14,,"Odd Number (Spanish: La cifra impar) (1962/Argentina; 85 min., b&w, sound). Dir. Manuel Antin. Cast: Lautaro Murúa, María Rosa Gallo. An Argentinean couple living in Paris receive a letter from the man's mother, in which she gives them regards from his brother. Confusion arises, as the couple know the brother to have died from an illness (IMDB).

On this episode of Cinema Then, Cinema Now, Professor Jerry Carlson (College of Staten Island) sits down with Gregory Rabassa (CUNY Queens College) and Gene Bell-Villada (Williams College) to discuss Manuel Antin's <i>Odd Number</i> (1962).

Other topics of discussion include
""Cartas de mamá"", the Julio Cotázar story that serves as the basis for the film.
Cortázar's other works, such as <i>Hopscotch</i>. 
European atonal music in the soundtrack.
Literary traditions of realism and magical realism in Latin America

Recorded on May 14th, 1990 at the Borough Manhattan Community College Media Center.
 
This program was digitized, captioned, and made accessible in 2021 as part of ""Uncovering CUNY'S Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR).",,,,,,,,,33:20,BOX:UMAB000008 LOC:Bonded Services  NOTE: At BONDED,,E/F00107,0,,,,,,,,1990-05-13,,,,"Jerry Carlson, Gregory Rabassa, Gene Bell-Villada",checked,checked,,,,cunytv_CTCN0092.vtt (https://dl.airtable.com/.attachments/1274ec3e7dde6f45a845f6dedd81751a/d1c37395/cunytv_CTCN0092.vtt),,"""Cinema Then, Cinema Now""",,,rec7asUs1iy8IOxFY,,,,,,,,,,,1
CTCN0093,Completed for Project,UMA00058,"Cinema Then, Cinema Now",Rebellion in Patagonia,1990-05-16,,"Rebellion in Patagonia (La Patagonia rebelde) (1974/Argentina; 110 min., color, sound); Dir. Héctor Olivera. Cast: Héctor Alterio, Luis Brandoni. Based on <i>Los Vengadores de la Patagonia Trágica</i>
by Osvaldo Bayer. In 1920, workers in Patagonia strike for better working conditions and are met by a military crackdown (Filmaffinity).

On this episode of Cinema Then, Cinema Now, Professor Jerry Carlson (College of Staten Island) sits down with Héctor Olivera (director of Rebellion in Patagonia) to discuss his film as part of the Survey of Argentine Cinema.
 
Other topics of discussion include:

Recorded on May 16, 1990 at the Borough Manhattan Community College Media Center.
 
This program was digitized, captioned, and made accessible in 2021 as part of ""Uncovering CUNY'S Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR).",2021-04-05,U-Matic V245 (TBC 1),"Stereo. Luma was adjusted to get closer to broadcast range but there is still light clipping in the titles and title sequence. The hue is off and likely it is intentional so I left it as it is, adjusting it would make Jerry too red. ",3/4 inch videotape: U-matic SP,,,,,32:49,BOX:UMAB000004 LOC:Bonded Services  NOTE: At BONDED,,E/F00156,0,33.4,,,4/25/2021,,,,1990-05-15,,,,"Carlson, Jerry; Oivera, Hector",checked,,,,,,,"""Cinema Then, Cinema Now""",,,recy73uYyAN2dRAZQ,1,,,,,,,,,,1
CTCN0094,Completed for Project,UMA00119,"Cinema Then, Cinema Now",Hell So Feared,1990-05-17,,"On this episode of Cinema Then, Cinema Now, Professor Jerry Carlson sits down guest Nora Glickman, professor of Literature and Latin American film at CUNY Queens College, to discuss the Raúl de la Torre film, Hell so Feared (Argentina, 1980). This film is reviewed as part of a series on Argentine cinema. Recorded on May 17th, 1990 at the Borough of Manhattan Community College Media Center. 

This program was digitized in 2021 as part of ""Uncovering CUNY's Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR). ",2021-01-01,,,3/4 inch videotape: U-matic SP,,,,,30:00,BOX:UMAB000008 LOC:Bonded Services  NOTE: At BONDED,,E/F00130,0,,,,,,,,1990-05-16,,,,"Carlson, Jerry; Glickman, Nora",checked,,,,,,,"""Cinema Then, Cinema Now""",,,recr2wsrankYj7Fph,1,,,,,,,,,,1
CTCN0095,Completed for Project,UMA00061,"Cinema Then, Cinema Now",Time for Revenge,1990-05-17,,"On this episode of Cinema Then, Cinema Now, Professor Jerry Carlson sits down with Alfred MacAdam to discuss the Adolfo Aristarain film, Time for Revenge (Argentina, 1981). The film is reviewed as part of a series on Argentine cinema. Recorded on May 17th, 1990 at the Borough Manhattan Community College Media Center.

This program was digitized in 2021 as part of ""Uncovering CUNY's Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR). ",2021-04-05,U-Matic V245 (TBC 1),"Stereo. Native audio is set a little hot. Hue is off, but this was left as is (skintone becomes very red if adjusted). The opening title card is more purplish than the usual blue for unknown reasons. Light clipping and crushing in title and title sequence despite adjustments to luma. BONUS JERRY",3/4 inch videotape: U-matic SP,,,,,33:28,BOX:UMAB000004 LOC:Bonded Services  NOTE: At BONDED,,E/F00146,0,35.0,,,4/16/2021,,,,1990-05-16,,,,"Carlson, Jerry; MacAdam, Alfred",checked,,,,,,,"""Cinema Then, Cinema Now""",,,reciBDQzrDCo46Z6Y,1,,,,,,,,,,1
CTCN0096,Completed for Project,UMA00140,"Cinema Then, Cinema Now",The Man of the Week,1990-12-06,,Program: Argentine Cinema,,,,,,,,,,BOX:UMAB000009 LOC:Bonded Services  NOTE: At BONDED,,,1,,,,,,,,1990-12-05,,,,"Carlson, Jerry",,,,checked,,,,"""Cinema Then, Cinema Now""",,,recugOa72L6BgmHL7,,,,,,,,,,,1
CTCN0097,Completed for Project,UMA00057,"Cinema Then, Cinema Now",Argentinian Shorts,,,"On this episode of Cinema Then, Cinema Now, Professor Jerry Carlson (College of Staten Island) sits down with Ronald Schwartz (Kingsborough Community College) and Flora Schiminovich (Barnard College) to discuss three short works from Argentina filmmakers. The first is ""La era del ñandú,"" a documentary directed by Carlos Sorín, and the next two, ""The Man of the Week"" and ""El Círculo Xenético"", are both directed by the by the filmmaking team of Boy Olmi and Luis Maria Hermida. The films are reviewed as part of a series on Argentine cinema. Recorded on December 3rd, 1990 at the Borough of Manhattan Community College Media Center.

This program was digitized in 2021 as part of ""Uncovering CUNY's Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR).",2021-04-06,U-Matic V245 (TBC 1),"Stereo. Adjusted luma to stay closer to broadcast range but there is still some light clipping and crushing in the titles and title sequence. Some tape damage at the top of the video. The hue is off but left as is, seems intentional to manage saturation errors during post. ",3/4 inch videotape: U-matic SP,,,,,35:22,BOX:UMAB000004 LOC:Bonded Services  NOTE: At BONDED,,E/F00146,0,36.1,,,4/7/2021,,,,,,,,"Carlson, Jerry; Schwartz, Ronald; Schiminovich, Flora",checked,,,,,,,"""Cinema Then, Cinema Now""",,,recXzcw72MFhO7XgG,1,,,,,,,,,,1
CTCN0098,Completed for Project,UMA00115,"Cinema Then, Cinema Now",El Circulo Xenetico,,,"Program: Argentine Cinema, Fall 1990",,,,,,,,,,BOX:UMAB000008 LOC:Bonded Services  NOTE: At BONDED,,,1,,,,,,,,,,,,"Carlson, Jerry",,,,checked,,,,"""Cinema Then, Cinema Now""",,,reclXsMUt2T4AvU5F,,,,,,,,,,,1
CTCN0099,Completed for Project,UMA00113,"Cinema Then, Cinema Now",La Era del Ñandú,,,Program: Argentine Cinema,,,,,,,,,,BOX:UMAB000008 LOC:Bonded Services  NOTE: At BONDED,,,1,,,,,,,,,,,,"Carlson, Jerry",,,,checked,,,,"""Cinema Then, Cinema Now""",,,recKbJGned7G7cmgl,,,,,,,,,,,1
CTCN0100,Completed for Project,UMA00044,"Cinema Then, Cinema Now",Number Seventeen,1990-12-13,,"On this episode of Cinema Then, Cinema Now, Professor Jerry Carlson (College of Staten Island) sits down with film scholar John Belton (Rutgers University) to discuss the Alfred Hitchcock film, Number Seventeen (United Kingdom, 1932). The film is reviewed as part of a series on early Hitchcock films. Recorded on December 13th, 1990 at the Borough of Manhattan Community College Media Center.

This program was digitized in 2021 as part of ""Uncovering CUNY's Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR). ",2021-06-08,U-Matic V245 (TBC 1),Stereo. Set levels to bars/tone. Some light crushing in the titles and title sequence. Hitchcock!,3/4 inch videotape: U-matic SP,,,,,33:10,BOX:UMAB000003 LOC:Bonded Services  NOTE: At BONDED,,E/F00154,0,36.8,,,6/9/2021,,,,1990-12-12,,,,"Carlson, Jerry; Belton, John",checked,,,,,,,"""Cinema Then, Cinema Now""",,,reclnUvCUf0FJCFuu,1,,,,,,,,,,1
CTCN0101,Completed for Project,UMA00060,"Cinema Then, Cinema Now",Sabotage,1990-12-05,,"On this episode of Cinema Then, Cinema Now, Professor Jerry Carlson sits down with George Custen (College of Staten Island)  and Ilan Stavans (Baruch College) to discuss the Alfred Hitchcock film, Sabotage (United Kingdom, 1936). The film is discussed as part of a series on early Hitchcock. Recorded on December 5th, 1990 at the Borough Manhattan Community College Media Center.

This program was digitized in 2021 as part of ""Uncovering CUNY's Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR). ",2021-04-06,U-Matic V245 (TBC 1),"Stereo. Adjusted luma to get closer to broadcast range but there still may be some light clipping/crushing in the titles and title sequence. The hue is off and left as-is, seems to be intentional. This tape came to us with the leader popped of the real. It was repaired but there may be some related instability. ",3/4 inch videotape: U-matic SP,,,,,32:59,BOX:UMAB000004 LOC:Bonded Services  NOTE: At BONDED,,E/F00146,0,33.7,,,4/16/2021,,,,1990-12-04,,,,"Carlson, Jerry; Custen, George; Stavans, Ilan",checked,,,,,,,"""Cinema Then, Cinema Now""",,,rec96qaXT1qJZMPDC,1,,,,,,,,,,1
CTCN0102,Completed for Project,UMA00036,"Cinema Then, Cinema Now",Carnival in Flanders,1990-12-10,,"On this episode of Cinema Then, Cinema Now, Professor Jerry Carlson (College of Staten Island) sits down with Gail Levin (Baruch College) and writer George Malko to discuss the Jacques Feyder film, Carnival in Flanders (France, 1935). The film is reviewed as part of a series on French Films of the 1930s. Recorded on December 10th, 1990 at the Borough of Manhattan Community College Media Center.

This program was digitized in 2021 as part of ""Uncovering CUNY's Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR). ",2021-02-24,U-Matic V245 (TBC 1),Stereo. Set to bars/tone. Adjusted hue. Light crushing in titles and title sequence. ,3/4 inch videotape: U-matic SP,,,,,34:22,BOX:UMAB000003 LOC:Bonded Services  NOTE: At BONDED,,E/F00146,0,35.4,,,4/8/2021,,,,1990-12-09,,,,"Carlson, Jerry; Levin, Gail; Malko, George",checked,,,,,,,"""Cinema Then, Cinema Now""",,,rechkO4psbEtlU8pY,1,,,,,,,,,,1
CTCN0103,Completed for Project,UMA00043,"Cinema Then, Cinema Now",Under the Roofs of Paris,1990-12-10,,"On this episode of Cinema Then, Cinema Now, Professor Jerry Carlson (College of Staten Island) sits down with Lois Oppenheim (Montclair State College) and Maryann Caws (CUNY Graduate Center) to discuss the René Clair film, Under the Roofs of Paris (France, 1930). The film is reviewed as part of a series on French Films of the 1930s. Recorded on December 10th, 1990 at the Borough of Manhattan Community College Media Center.

This program was digitized in 2021 as part of ""Uncovering CUNY's Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR). ",2021-02-24,U-Matic V245 (TBC 1),"Stereo. Set to bars/tones. Engineer did a better job mastering, so less crushing in the black areas of the titles and title sequence. Groovy opening CUNY TV promo. ",3/4 inch videotape: U-matic SP,,,,,33:24,BOX:UMAB000003 LOC:Bonded Services  NOTE: At BONDED,,E/F00146,0,34.2,,,4/8/2021,,,,1990-12-09,,,,"Carlson, Jerry; Oppenheim, Lois; Caws, Maryann",checked,,,,,,,"""Cinema Then, Cinema Now""",,,recoe2sstxNTHavgV,1,,,,,,,,,,1
CTCN0104,Completed for Project,UMA00052,"Cinema Then, Cinema Now",Fanny,1990-12-12,,"On this episode of Cinema Then, Cinema Now, Professor Jerry Carlson sits down with Barbara Morris (Fordham University) and Alan Williams (Rutgers University) to discuss the Marc Allégret film, Fanny (France, 1932). The film is reviewed as part of the series French Films of the 1930s. Recorded on December 12th, 1990 at the Borough Manhattan Community College Media Center.

This program was digitized in 2021 as part of ""Uncovering CUNY's Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR). ",2021-04-07,U-Matic V245 (TBC 1),"Stereo. Adjusted luma but there is light clipping/crushing in the title and title sequence. Hue is off inherently, but appears to be intentional. ",3/4 inch videotape: U-matic SP,,,,,35:33,BOX:UMAB000004 LOC:Bonded Services  NOTE: At BONDED,,E/F00146,0,36.1,,,4/16/2021,,,,1990-12-11,,,,"Carlson, Jerry; Williams, Alan; Morris, Barbara",checked,,,,,,,"""Cinema Then, Cinema Now""",,,recV6Lzh2iCrnrsxq,1,,,,,,,,,,1
CTCN0105,Completed for Project,UMA00051,"Cinema Then, Cinema Now",The Grand Illusion,1990-12-12,,"On this episode of Cinema Then, Cinema Now, Professor Jerry Carlson sits down with Roger Greenspun (Rutgers University) and Morris Dickestein (Queens College) to discuss the Jean Renoir film La Grande Illusion (France, 1937). The film is reviewed as part of the series French Films of the 1930s. Recorded on December 12th, 1990 at the Borough Manhattan Community College Media Center.

This program was digitized in 2021 as part of ""Uncovering CUNY's Audiovisual Heritage,"" a preservation project funded by Council on Library and Information Resources (CLIR). ",2021-04-07,U-Matic V245 (TBC 1),"Stereo. Set to bars/tone, but the luma is a bit high. Still, nothing clips and there is some light crushing of the blacks in the titles. Hue is off as always with this particular batch of tapes, seems to be intentional. ",3/4 inch videotape: U-matic SP,,,,,34:15,BOX:UMAB000004 LOC:Bonded Services  NOTE: At BONDED,,E/F00146,0,34.2,,,4/16/2021,,,,1990-12-11,,,,"Carlson, Jerry; Dickstein, Morris; Greenspun, Roger",checked,,,,,,,"""Cinema Then, Cinema Now""",,,rec2Hb7PnQO0xJN4L,1,,,,,,,,,,1
